epoch,train_loss,val_loss,val_acc
59,0.558764878846705,0.6023740701377391,0.6613932291666667
60,0.5605959026142955,0.571442457785209,0.6762369791666667
61,0.5579781963800391,0.5069616623222828,0.7345052083333333
62,0.5604914823547006,0.5156517485777538,0.7258463541666667
63,0.5588887437557181,0.558223943412304,0.6940755208333333
64,0.5591903915628791,0.4934163838624954,0.755078125
65,0.559364349146684,0.511366123954455,0.7375
66,0.5592420290534695,0.5590900659561158,0.6879557291666667
67,0.5572843208288153,0.49722582623362543,0.7471354166666667
68,0.5598952582105994,0.53828194886446,0.71015625
69,0.559730972101291,0.5690891049802304,0.6882161458333333
70,0.5595640047763785,0.5881333750983079,0.6736979166666667
71,0.5557105875263612,0.5458660071094831,0.7138020833333333
72,0.558774851821363,0.5343777587016424,0.7147135416666667
73,0.5567975433543324,0.5883921469251315,0.675
74,0.554573915588359,0.5265791289508343,0.7185546875
75,0.5610012071207165,0.5423794195055962,0.7050130208333333
76,0.5565233305717509,0.4946808027724425,0.7467447916666666
77,0.5595583408450087,0.5366073183715343,0.7078776041666667
78,0.558301473222673,0.5346601036687691,0.7124348958333333
79,0.5623244381820162,0.5866791501641273,0.6694010416666667
80,0.5592517334967851,0.58776121661067,0.6698567708333333
81,0.5592627236619592,0.5316768601536751,0.7184244791666666
82,0.5632132439563672,0.5958610783020656,0.6650390625
83,0.5561706605056922,0.5711421343187492,0.6889322916666667
84,0.5578179279342294,0.5120147777100404,0.7372395833333333
85,0.5595373446742694,0.5057587410012881,0.7323567708333333
86,0.5574919798100988,0.5393132053315639,0.7122395833333334
87,0.5592385103305181,0.5737840334574381,0.6788411458333333
88,0.5583466306949655,0.5227834502855937,0.7263020833333333
89,0.559703506094714,0.5734847143292428,0.6744140625
90,0.5583707960322499,0.5228787628312905,0.726953125
91,0.5558958819136024,0.519096128642559,0.7236979166666667
92,0.5601391501103838,0.5373105205595493,0.7229166666666667
93,0.5599482566739122,0.5137333822747071,0.7303385416666667
94,0.5612520853057503,0.5868358686566353,0.6652994791666667
95,0.5567490830396612,0.5071787369747957,0.7375651041666667
96,0.5575333809480071,0.569267250597477,0.6830729166666667
97,0.5602009045581023,0.6007898318270842,0.6634765625
98,0.5570771810909112,0.5012353467444579,0.741796875
99,0.5568422994265954,0.516718290746212,0.7280598958333333
100,0.5561996728181839,0.5972161548833053,0.6713541666666667
